"Sku,","Product, ","Brand,","Style,","Qty on hand,","Qty on shelf,","Qty Ordered on shelf,","Qty in carts,","Qty Sold,","Total Waitlist,","Total Waitlist Authorized,","Price,","Cost,","Size,","Color,","Location,","Shipping,",Weight,
1032,Ruffled Off the Shoulder Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,35.99,15.25,XL,,,,16,i-178
1032,Ruffled Off the Shoulder Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,35.99,15.25,1XL,,,,16,i-179
1032,Ruffled Off the Shoulder Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,35.99,15.25,2XL,,,,16,i-180
1041,Rusty Scalloped Dress,TheMadHatterStoreTN,,3,0,0,0,0,0,0,39.99,18.25,XL,,,,16,i-181
1041,Rusty Scalloped Dress,TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,18.25,1XL,,,,16,i-182
1041,Rusty Scalloped Dress,TheMadHatterStoreTN,,1,0,0,0,0,0,0,39.99,18.25,2XL,,,,16,i-183
1005,Sage Is The Rage *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,15.9,1XL,,,,16,i-184
1005,Sage Is The Rage *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,15.9,2XL,,,,16,i-185
1005,Sage Is The Rage *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,15.9,3XL,,,,16,i-186
1053,Sequin Summer Top,TheMadHatterStoreTN,,2,0,0,0,0,0,0,49.99,18.75,1X,,,,16,i-187
1053,Sequin Summer Top,TheMadHatterStoreTN,,1,0,0,0,0,0,0,49.99,18.75,2X,,,,16,i-188
1053,Sequin Summer Top,TheMadHatterStoreTN,,1,0,0,0,0,0,0,49.99,18.75,3X,,,,16,i-189
1036,Shamrock Dress,TheMadHatterStoreTN,,3,0,0,0,0,0,0,45.99,17.25,XL,,,,16,i-190
1036,Shamrock Dress,TheMadHatterStoreTN,,2,0,0,0,0,0,0,45.99,17.25,1XL,,,,16,i-191
1036,Shamrock Dress,TheMadHatterStoreTN,,1,0,0,0,0,0,0,45.99,17.25,2XL,,,,16,i-192
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,6.85,5,,,,24,i-193
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,6.85,5.5,,,,24,i-194
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,2,0,0,0,0,0,0,24.99,6.85,6,,,,24,i-195
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,2,0,0,0,0,0,0,24.99,6.85,6.5,,,,24,i-196
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,6.85,7,,,,24,i-197
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,6.85,7.5,,,,24,i-198
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,6.85,8,,,,24,i-199
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,2,0,0,0,0,0,0,24.99,6.85,8.5,,,,24,i-200
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,0,0,0,0,0,0,0,24.99,6.85,9,,,,24,i-201
1052,Slip-on Rose Gold Sandals,TheMadHatterStoreTN,,0,0,0,0,0,0,0,24.99,6.85,10,,,,24,i-202
1029,Smocked Waist Dress *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,49.99,18.75,XL,,,,16,i-203
1029,Smocked Waist Dress *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,49.99,18.75,1XL,,,,16,i-204
1029,Smocked Waist Dress *Final Sale*,TheMadHatterStoreTN,,0,0,0,0,0,0,0,49.99,18.75,2XL,,,,16,i-205
1045,Southern Belle Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,12,1X,,,,16,i-206
1045,Southern Belle Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,29.99,12,2X,,,,16,i-207
1045,Southern Belle Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,12,3X,,,,16,i-208
1045,Southern Belle Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,12,4X,,,,16,i-209
1001,Sunny Dayz *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,34.99,13.9,1XL,,,,16,i-210
1001,Sunny Dayz *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,34.99,13.9,2XL,,,,16,i-211
1001,Sunny Dayz *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,34.99,13.9,3XL,,,,16,i-212
1035,Tassel Time Short Sleeve Top,TheMadHatterStoreTN,,1,0,0,0,0,0,0,34.99,16.25,XL,,,,16,i-213
1035,Tassel Time Short Sleeve Top,TheMadHatterStoreTN,,1,0,0,0,0,0,0,34.99,16.25,1XL,,,,16,i-214
1035,Tassel Time Short Sleeve Top,TheMadHatterStoreTN,,0,0,0,0,0,0,0,34.99,16.25,2XL,,,,16,i-215
1027,Throw On and Go Shorts,TheMadHatterStoreTN,,1,0,0,0,0,0,0,37.99,17.5,XL,BLACK,,,16,i-216
1027,Throw On and Go Shorts,TheMadHatterStoreTN,,2,0,0,0,0,0,0,37.99,17.5,XL,DENIM,,,16,i-217
1027,Throw On and Go Shorts,TheMadHatterStoreTN,,1,0,0,0,0,0,0,37.99,17.5,1XL,BLACK,,,16,i-218
1027,Throw On and Go Shorts,TheMadHatterStoreTN,,1,0,0,0,0,0,0,37.99,17.5,1XL,DENIM,,,16,i-219
1027,Throw On and Go Shorts,TheMadHatterStoreTN,,0,0,0,0,0,1,0,37.99,17.5,2XL,BLACK,,,16,i-220
1027,Throw On and Go Shorts,TheMadHatterStoreTN,,0,0,0,0,0,1,0,37.99,17.5,2XL,DENIM,,,16,i-221
1042,Tie Dye For,TheMadHatterStoreTN,,0,0,0,0,0,0,0,29.99,12.75,1X,,,,16,i-222
1042,Tie Dye For,TheMadHatterStoreTN,,0,0,0,0,0,0,0,29.99,12.75,2X,,,,16,i-223
1042,Tie Dye For,TheMadHatterStoreTN,,0,0,0,0,0,0,0,29.99,12.75,3X,,,,16,i-224
1023,Tie Dye Smocked Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,42.99,16.9,1XL,MAUVE,,,16,i-225
1023,Tie Dye Smocked Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,42.99,16.9,1XL,GREEN-TURQUOISE,,,16,i-226
1023,Tie Dye Smocked Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,42.99,16.9,2XL,MAUVE,,,16,i-227
1023,Tie Dye Smocked Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,42.99,16.9,2XL,GREEN-TURQUOISE,,,16,i-228
1023,Tie Dye Smocked Top *Final Sale*,TheMadHatterStoreTN,,0,0,0,0,0,0,0,42.99,16.9,3XL,MAUVE,,,16,i-229
1023,Tie Dye Smocked Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,42.99,16.9,3XL,GREEN-TURQUOISE,,,16,i-230
1034,Twisted Rose Off The Shoulder Top,TheMadHatterStoreTN,,2,0,0,0,0,0,0,30.99,14.25,XL,,,,16,i-231
1034,Twisted Rose Off The Shoulder Top,TheMadHatterStoreTN,,2,0,0,0,0,0,0,30.99,14.25,1XL,,,,16,i-232
1034,Twisted Rose Off The Shoulder Top,TheMadHatterStoreTN,,1,0,0,0,0,0,0,30.99,14.25,2XL,,,,16,i-233
1054,Wide Waistband Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,23.99,8.5,1X,VINTAGE LEOPARD,,,16,i-234
1054,Wide Waistband Leggings,TheMadHatterStoreTN,,1,0,0,0,0,0,0,19.99,8.5,1X,VINTAGE CAMO,,,16,i-235
1054,Wide Waistband Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,23.99,8.5,2X,VINTAGE LEOPARD,,,16,i-236
1054,Wide Waistband Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,23.99,8.5,2X,VINTAGE CAMO,,,16,i-237
1054,Wide Waistband Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,23.99,8.5,3X,VINTAGE LEOPARD,,,16,i-238
1054,Wide Waistband Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,23.99,8.5,3X,VINTAGE CAMO,,,16,i-239
1066,Tie Dye For Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,19.99,5,One Size (1X/2X/3X),Pink Mix,,,16,i-240
1066,Tie Dye For Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,19.99,5,One Size (1X/2X/3X),Blue/Green Mix,,,16,i-241
1067,Leopard Leggings,TheMadHatterStoreTN,,3,0,0,0,0,0,0,19.99,5,3X/4X/5X,,,,16,i-242
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,1,0,0,0,0,0,0,39.99,16,14,White,,,16,i-359
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,16,16,White,,,16,i-360
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,1,0,0,0,0,0,0,39.99,16,18,White,,,16,i-361
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,0,0,39.99,16,20,White,,,16,i-362
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,0,0,39.99,16,22,White,,,16,i-363
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,1,0,0,0,0,0,0,39.99,16,14,Dark Wash,,,16,i-364
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,16,16,Dark Wash,,,16,i-365
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,0,0,39.99,16,18,Dark Wash,,,16,i-366
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,0,0,39.99,16,20,Dark Wash,,,16,i-367
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,0,0,39.99,16,22,Dark Wash,,,16,i-368
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,1,0,0,0,0,0,0,39.99,16,14,Medium Wash,,,16,i-369
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,16,16,Medium Wash,,,16,i-370
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,2,0,0,0,0,0,0,39.99,16,18,Medium Wash,,,16,i-371
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,0,0,39.99,16,20,Medium Wash,,,16,i-372
1068,"Extreme Flare Jeans, Dark, White, Medium",TheMadHatterStoreTN,,0,0,0,0,0,1,0,39.99,16,22,Medium Wash,,,16,i-373
1070,Black Long Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,28.99,14,,,,,16,i-248
1071,Sweet Summertime Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,28.99,14,,,,,16,i-249
1072,Horsehead Necklace,TheMadHatterStoreTN,,0,0,0,0,0,0,0,19.99,8.75,,Clear/White,,,16,i-250
1072,Horsehead Necklace,TheMadHatterStoreTN,,0,0,0,0,0,0,0,19.99,8.75,,Blue,,,16,i-251
1073,Round Emblem Necklace,TheMadHatterStoreTN,,0,0,0,0,0,0,0,26.99,0,,,,,16,i-252
1074,Fashion Statement Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,26.99,13,,,,,16,i-253
1075,Brown and Cream Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,28.99,0,,,,,16,i-254
1076,Leopard Soul Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,0,,,,,16,i-255
1077,Snakey Person Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,0,,,,,16,i-256
1078,Tassel Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,0,,,,,16,i-257
1079,Copper and Blue Necklace,TheMadHatterStoreTN,,2,0,0,0,0,0,0,28.99,0,,,,,16,i-258
1080,"No Hassel, Just Tassel Necklace",TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,0,,Teal,,,16,i-259
1080,"No Hassel, Just Tassel Necklace",TheMadHatterStoreTN,,1,0,0,0,0,0,0,29.99,0,,Gray,,,16,i-260
1081,Sandy Beaches Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,32.99,0,,,,,16,i-261
1082,Black Night Necklace,TheMadHatterStoreTN,,1,0,0,0,0,0,0,27.99,0,,,,,16,i-262
1083,Black Frayed Scoop Hem Tank,TheMadHatterStoreTN,,2,0,0,0,0,0,0,38.99,17.25,XL,,,,0,i-539
1083,Black Frayed Scoop Hem Tank,TheMadHatterStoreTN,,2,0,0,0,0,0,0,38.99,17.25,1X,,,,16,i-263
1083,Black Frayed Scoop Hem Tank,TheMadHatterStoreTN,,0,0,0,0,0,0,0,38.99,17.25,2X,,,,16,i-264
1083,Black Frayed Scoop Hem Tank,TheMadHatterStoreTN,,0,0,0,0,0,0,0,38.99,17.25,3X,,,,16,i-265
1084,Wear Everywhere Tee,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,9.6,1X,,,,16,i-266
1084,Wear Everywhere Tee,TheMadHatterStoreTN,,1,0,0,0,0,0,0,24.99,9.6,2X,,,,16,i-267
1084,Wear Everywhere Tee,TheMadHatterStoreTN,,0,0,0,0,0,0,0,24.99,9.6,3X,,,,16,i-268
1085,Snakeskin Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,28.99,7.75,1X,,,,16,i-269
1085,Snakeskin Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,28.99,7.75,2X,,,,16,i-270
1085,Snakeskin Leggings,TheMadHatterStoreTN,,0,0,0,0,1,0,0,28.99,7.75,3X,,,,16,i-271
1086,Moto Leggings,TheMadHatterStoreTN,,2,0,0,0,0,0,0,32.99,13,XL,PINK,,,16,i-272
1086,Moto Leggings,TheMadHatterStoreTN,,3,0,0,0,0,0,0,32.99,13,XL,SEAFOAM,,,16,i-273
1086,Moto Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,32.99,13,1X,PINK,,,16,i-274
1086,Moto Leggings,TheMadHatterStoreTN,,1,0,0,0,0,0,0,32.99,13,1X,SEAFOAM,,,16,i-275
1086,Moto Leggings,TheMadHatterStoreTN,,0,0,0,0,0,1,0,32.99,13,2X,PINK,,,16,i-276
1086,Moto Leggings,TheMadHatterStoreTN,,0,0,0,0,0,0,0,32.99,13,2X,SEAFOAM,,,16,i-277
1087,Everyday Tank,TheMadHatterStoreTN,,3,0,0,0,0,0,0,19.99,0,1X,,,,16,i-278
1087,Everyday Tank,TheMadHatterStoreTN,,1,0,0,0,0,0,0,19.99,7.25,2X,,,,16,i-279
1087,Everyday Tank,TheMadHatterStoreTN,,1,0,0,0,0,0,0,19.99,7.25,3X,,,,16,i-280
1088,Tie Dye For Dress/Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,34.99,18.75,XL,,,,16,i-281
1088,Tie Dye For Dress/Top *Final Sale*,TheMadHatterStoreTN,,2,0,0,0,0,0,0,34.99,18.75,1X,,,,16,i-282
1088,Tie Dye For Dress/Top *Final Sale*,TheMadHatterStoreTN,,1,0,0,0,0,0,0,34.99,18.75,2X,,,,16,i-283
2000,"Tie Dye Set, Hoodie Shirt",,,2,0,0,0,0,0,0,34.99,15.44,1X,Peach/Lavender,,,16,i-284
2000,"Tie Dye Set, Hoodie Shirt",,,0,0,0,0,0,0,0,34.99,15.44,2X,Peach/Lavender,,,16,i-285
2000,"Tie Dye Set, Hoodie Shirt",,,1,0,0,0,0,0,0,34.99,15.44,3X,Peach/Lavender,,,16,i-286
2001,"Tie Dye Set, Shorts",,,1,0,0,0,0,0,0,26.99,13.78,1X,Peach/Lavender,,,16,i-287
2001,"Tie Dye Set, Shorts",,,2,0,0,0,0,0,0,26.99,13.78,2X,Peach/Lavender,,,16,i-288
2001,"Tie Dye Set, Shorts",,,1,0,0,0,0,0,0,26.99,13.78,3X,Peach/Lavender,,,16,i-289
2002,V-Neck Throw On and Go,Heyson,HD1008P,2,0,0,0,0,0,0,32.99,13.5,1XL,BLACK,,,16,i-290
2002,V-Neck Throw On and Go,Heyson,HD1008P,1,0,0,0,0,0,0,32.99,13.5,2XL,BLACK,,,16,i-291
2002,V-Neck Throw On and Go,Heyson,HD1008P,0,0,0,0,0,0,0,32.99,13.5,3XL,BLACK,,,16,i-292
2004,Tie Dye Tunic *Final Sale*,Heyson,HD6158P,3,0,0,0,0,0,0,39.99,17,1X,Pink/Green,,,16,i-293
2004,Tie Dye Tunic *Final Sale*,Heyson,HD6158P,2,0,0,0,0,0,0,39.99,17,2X,Pink/Green,,,16,i-294
2004,Tie Dye Tunic *Final Sale*,Heyson,HD6158P,0,0,0,0,0,0,0,39.99,17,3X,Pink/Green,,,16,i-295
2003,V-Neck Collared Dress,Umgee,WA5437,2,0,0,0,0,0,0,39.99,17.25,XL,HOT PINK,,,16,i-296
2003,V-Neck Collared Dress,Umgee,WA5437,1,0,0,0,0,0,0,39.99,17.25,1X,HOT PINK,,,16,i-297
2003,V-Neck Collared Dress,Umgee,WA5437,0,0,0,0,0,0,0,39.99,17.25,2X,HOT PINK,,,16,i-298
2005,"Button Down Dress, Black",Umgee,WA5924,3,0,0,0,0,0,0,42.99,18.25,XL,BLACK,,,16,i-299
2005,"Button Down Dress, Black",Umgee,WA5924,2,0,0,0,0,0,0,42.99,18.25,1X,BLACK,,,16,i-300
2005,"Button Down Dress, Black",Umgee,WA5924,1,0,0,0,0,0,0,42.99,18.25,2X,BLACK,,,16,i-301
2006,Waffle Knit Tank,Umgee,WA6268,3,0,0,0,0,0,0,32,16.25,XL,BLACK,,,16,i-302
2006,Waffle Knit Tank,Umgee,WA6268,1,0,0,0,0,0,0,32,16.25,1X,BLACK,,,16,i-303
2006,Waffle Knit Tank,Umgee,WA6268,0,0,0,0,0,0,0,32,16.25,2X,BLACK,,,16,i-304
2007,"Fringed Hem High Low Top, Red",Umgee,WC1819,1,0,0,0,0,0,0,36.99,15.25,XL,Jester Red,,,0,i-305
2007,"Fringed Hem High Low Top, Red",Umgee,WC1819,0,0,0,0,0,0,0,36.99,15.25,1X,Jester Red,,,0,i-306
2007,"Fringed Hem High Low Top, Red",Umgee,WC1819,0,0,0,0,0,0,0,36.99,15.25,2X,Jester Red,,,0,i-307
2008,"Ruffle Trim Dress, Black",Umgee,WC1969,0,0,0,0,0,0,0,39.99,18.25,XL,BLACK,,,16,i-308
2008,"Ruffle Trim Dress, Black",Umgee,WC1969,0,0,0,0,0,0,0,39.99,18.25,1X,BLACK,,,16,i-309
2008,"Ruffle Trim Dress, Black",Umgee,WC1969,0,0,0,0,1,0,0,39.99,18.25,2X,BLACK,,,16,i-310
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,1X,BLACK,,,16,i-311
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,2X,BLACK,,,16,i-312
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,3X,BLACK,,,16,i-313
2009,Solid Basic Tops,Zenana,,1,0,0,0,0,0,0,16.99,6.5,1X,OLIVE,,,16,i-314
2009,Solid Basic Tops,Zenana,,2,0,0,0,0,0,0,16.99,6.5,2X,OLIVE,,,16,i-315
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,3X,OLIVE,,,16,i-316
2009,Solid Basic Tops,Zenana,,1,0,0,0,0,0,0,16.99,6.5,1X,DUSTY PINK,,,16,i-317
2009,Solid Basic Tops,Zenana,,1,0,0,0,0,0,0,16.99,6.5,2X,DUSTY PINK,,,16,i-318
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,3X,DUSTY PINK,,,16,i-319
2009,Solid Basic Tops,Zenana,,1,0,0,0,0,0,0,16.99,6.5,1X,DEEP CORAL,,,16,i-320
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,2X,DEEP CORAL,,,16,i-321
2009,Solid Basic Tops,Zenana,,1,0,0,0,0,0,0,16.99,6.5,3X,DEEP CORAL,,,16,i-322
2009,Solid Basic Tops,Zenana,,1,0,0,0,0,0,0,16.99,6.5,1X,LIME GREEN,,,16,i-323
2009,Solid Basic Tops,Zenana,,2,0,0,0,0,0,0,16.99,6.5,2X,LIME GREEN,,,16,i-324
2009,Solid Basic Tops,Zenana,,0,0,0,0,0,0,0,16.99,6.5,3X,LIME GREEN,,,16,i-325
2010,"Short Sleeve Sweatshirt, Black",Zenana,TT-39022X,3,0,0,0,0,0,0,26.99,6.5,1X,BLACK,,,16,i-326
2010,"Short Sleeve Sweatshirt, Black",Zenana,TT-39022X,1,0,0,0,0,0,0,26.99,6.5,2X,BLACK,,,16,i-327
2010,"Short Sleeve Sweatshirt, Black",Zenana,TT-39022X,0,0,0,0,1,0,0,26.99,6.5,3X,BLACK,,,16,i-328
2011,"Perfect Summer Tank, Black",Zenana,RT-3150XBA,1,0,0,0,0,0,0,19.99,6,1X,BLACK,,,16,i-329
2011,"Perfect Summer Tank, Black",Zenana,RT-3150XBA,0,0,0,0,0,0,0,19.99,6,2X,BLACK,,,16,i-330
2011,"Perfect Summer Tank, Black",Zenana,RT-3150XBA,1,0,0,0,0,0,0,19.99,6,3X,BLACK,,,16,i-331
2012,Tie Dye Leggings,Sunday Morning,SMP6048BX,2,0,0,0,0,0,0,26.99,8.75,1X,Navy/White,,,16,i-332
2012,Tie Dye Leggings,Sunday Morning,SMP6048BX,0,0,0,0,0,0,0,26.99,8.75,2X,Navy/White,,,16,i-333
2012,Tie Dye Leggings,Sunday Morning,SMP6048BX,0,0,0,0,0,0,0,26.99,8.75,3X,Navy/White,,,16,i-334
2012,Tie Dye Leggings,Sunday Morning,SMP6048BX,0,0,0,0,0,0,0,26.99,8.75,1X,Gray/Black Mix,,,16,i-335
2012,Tie Dye Leggings,Sunday Morning,SMP6048BX,1,0,0,0,0,0,0,26.99,8.75,2X,Gray/Black Mix,,,16,i-336
2012,Tie Dye Leggings,Sunday Morning,SMP6048BX,0,0,0,0,0,0,0,26.99,8.75,3X,Gray/Black Mix,,,16,i-337
2013,Leopard Capri Leggings,Sunday Morning,SP6103X,0,0,0,0,0,1,0,26.99,8.75,1X,BLACK,,,16,i-338
2013,Leopard Capri Leggings,Sunday Morning,SP6103X,0,0,0,0,0,0,0,26.99,8.75,2X,BLACK,,,16,i-339
2013,Leopard Capri Leggings,Sunday Morning,SP6103X,0,0,0,0,0,0,0,26.99,8.75,3X,BLACK,,,16,i-340
2014,Shimmer Leopard Earrings *Final Sale*,,,2,0,0,0,0,0,0,22.99,10,One Size,Gold,,,6,i-341
2015,Leopard Faux Fur Earrings *Final Sale*,,,2,0,0,0,0,0,0,22.99,10,One Size,Multi,,,8,i-342
2016,Tooled Leather Earrings *Final Sale*,,,0,0,0,0,0,0,0,22.99,10,One Size,Turquoise,,,8,i-343
