"Sku,","Product, ","Brand,","Style,","Qty on hand,","Qty on shelf,","Qty Ordered on shelf,","Qty in carts,","Qty Sold,","Total Waitlist,","Total Waitlist Authorized,","Price,","Cost,","Size,","Color,","Location,","Shipping,",Weight,
2017,Leather Leopard Earrings *Final Sale*,,,1,0,0,0,0,0,0,22.99,10,One Size,Tan,,,8,i-344
2018,Faux Fur Charmed Earrings *Final Sale*,,,1,0,0,0,0,0,0,24.99,12,One Size,White/Brown,,,8,i-345
2019,Faux Fur Charmed Earrings *Final Sale*,,,2,0,0,0,0,0,0,24.99,12,One Size,,,,0,i-346
2020,Summertime Earrings *Final Sale*,,,1,0,0,0,0,0,0,22.99,10,One Size,Silver,,,0,i-347
2021,Simple Bracelet Sets *Final Sale*,,,0,0,0,0,0,0,0,9.99,4,One Size,Gold/Brown,,,8,i-348
2021,Simple Bracelet Sets *Final Sale*,,,1,0,0,0,0,0,0,9.99,4,One Size,Blush/Gray,,,8,i-349
2022,Follow Your Arrow Bracelet Set *Final Sale*,,,1,0,0,0,0,0,0,24.99,12,One Size,Black,,,10,i-350
2023,Summer Go To *Final Sale*,,,0,0,0,0,0,0,0,32,16,One Size,,,,10,i-351
2024,White Sandy Beaches *Final Sale*,,,2,0,0,0,0,0,0,24.99,12,One Size,White,,,10,i-352
2025,Clear Skies Bracelet Sets *Final Sale*,,,1,0,0,0,0,0,0,24.99,12,One Size,Clear,,,10,i-353
2026,Bling It On Bracelet Set *Final Sale*,,,1,0,0,0,0,0,0,24.99,12,One Size,Blush,,,10,i-354
2027,Drop the Mic Bracelet Set,,,1,0,0,0,0,0,0,32.99,16,One Size,Blush/Turquoise,,,16,i-355
2028,Leopard LV Upcycled Wristlet,,,1,0,0,0,0,0,0,98,68,6 inches by 9 inches,Brown Leopard,,,16,i-356
2029,Upcycled LV Wristlets,,,1,0,0,0,0,0,0,60,40,4 inches by 6.5 inches,White Crocodile,,,16,i-357
2029,Upcycled LV Wristlets,,,0,0,0,0,0,0,0,60,40,4 inches by 6.5 inches,Tooled Leather,,,16,i-358
2030,Tie Dye Baby,Oddi,IT13467P,3,0,0,0,0,0,0,39.99,17.5,XL/2X,Pastel,,,0,i-374
2030,Tie Dye Baby,Oddi,IT13467P,3,0,0,0,0,0,0,39.99,17.5,XL/3X,Pastel,,,0,i-375
2031,Solid Pullover with Raw Hem,Oddi,IT14118P,2,0,0,0,0,0,0,39.99,16.5,1X,OATMEAL,,,0,i-376
2031,Solid Pullover with Raw Hem,Oddi,IT14118P,2,0,0,0,0,0,0,39.99,16.5,2X,OATMEAL,,,0,i-377
2031,Solid Pullover with Raw Hem,Oddi,IT14118P,1,0,0,0,0,0,0,39.99,16.5,3X,OATMEAL,,,0,i-378
2032,All Over Leopard Set,,,0,0,0,0,0,0,0,49.99,23.5,1XL,,,,0,i-379
2032,All Over Leopard Set,,,1,0,0,0,0,0,0,49.99,23.5,2XL,,,,0,i-380
2032,All Over Leopard Set,,,1,0,0,0,0,0,0,49.99,23.5,3XL,,,,0,i-381
2033,"Judy Blue Capris, White",Judy Blue,,1,0,0,0,0,0,0,42.99,20.5,14W,White,,,16,i-382
2033,"Judy Blue Capris, White",Judy Blue,,2,0,0,0,0,0,0,42.99,20.5,16W,White,,,16,i-383
2033,"Judy Blue Capris, White",Judy Blue,,2,0,0,0,0,0,0,42.99,20.5,18W,White,,,16,i-384
2033,"Judy Blue Capris, White",Judy Blue,,1,0,0,0,0,0,0,42.99,20.5,20W,White,,,16,i-385
2033,"Judy Blue Capris, White",Judy Blue,,1,0,0,0,0,0,0,42.99,20.5,22W,White,,,16,i-386
2034,"LOVE T-Shirt, Off-White",,,3,0,0,0,0,0,0,34.99,14.75,1X,,,,16,i-387
2034,"LOVE T-Shirt, Off-White",,,2,0,0,0,0,0,0,34.99,14.75,2X,,,,16,i-388
2034,"LOVE T-Shirt, Off-White",,,0,0,0,0,0,0,0,34.99,14.75,3X,,,,16,i-389
2035,"Western Women Tee, Natural",,,2,0,0,0,0,0,0,35.99,17,XL,,,,0,i-390
2035,"Western Women Tee, Natural",,,2,0,0,0,0,0,0,35.99,17,2X,,,,0,i-391
2035,"Western Women Tee, Natural",,,1,0,0,0,1,0,0,35.99,17,3X,,,,0,i-392
2036,"Sings My Soul Tee, Natural",,,0,0,0,0,0,0,0,35.99,17,XL,,,,0,i-393
2036,"Sings My Soul Tee, Natural",,,1,0,0,0,0,0,0,35.99,17,2X,,,,0,i-394
2036,"Sings My Soul Tee, Natural",,,2,0,0,0,0,0,0,35.99,17,3X,,,,0,i-395
2037,"Vintage Soul Tee, Natural",,,1,0,0,0,0,0,0,35.99,17,XL,,,,0,i-396
2037,"Vintage Soul Tee, Natural",,,2,0,0,0,0,0,0,35.99,17,2X,,,,0,i-397
2037,"Vintage Soul Tee, Natural",,,0,0,0,0,0,0,0,35.99,17,3X,,,,0,i-398
2039,"One-Shoulder, Short Bow Sleeve Top",,,1,0,0,0,0,0,0,32.99,14.9,1X,,,,0,i-399
2039,"One-Shoulder, Short Bow Sleeve Top",,,2,0,0,0,0,0,0,32.99,14.9,2X,,,,0,i-400
2039,"One-Shoulder, Short Bow Sleeve Top",,,1,0,0,0,0,0,0,32.99,14.9,3X,,,,0,i-401
2038,Leopard Smoke Bracelets *Final Sale*,Pink Panache,,0,0,0,0,0,0,0,32,16,One Size,,,,0,i-402
2040,Bronze Elegance Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,30,15,One Size,,,,0,i-403
2041,Bronze and Pearl Teardrop Earrings *Final Sale*,Pink Panache,,0,0,0,0,0,0,0,32,16,One Size,,,,0,i-404
2042,Iridescent Bronze Earrings *Final Sale*,Pink Panache,,2,0,0,0,0,0,0,44,22,One Size,,,,0,i-405
2043,Pink Bronze Leopard Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,44,22,One Size,,,,0,i-406
2044,Blingy Bronze Earrings *Final Sale*,Pink Panache,,2,0,0,0,0,0,0,30,15,One Size,,,,0,i-407
2045,Pearly Pink Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,34,17,One Size,,,,0,i-408
2046,Pearly White Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,34,17,One Size,,,,0,i-409
2047,Rose Gold Beauty Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,26,13,One Size,,,,0,i-410
2048,Mini Crystal Bling Earrings *Final Sale*,Pink Panache,,2,0,0,0,0,0,0,26,13,One Size,,,,0,i-411
2049,Bronze Teardrop Necklace *Final Sale*,Pink Panache,,0,0,0,0,0,0,0,38,19,One Size,,,,0,i-412
2050,Pearly Bronze Bling *Final Sale*,Pink Panache,,2,0,0,0,0,0,0,46,23,One Size,,,,0,i-413
2051,Blingy Bronze Necklace *Final Sale*,Pink Panache,,2,0,0,0,0,0,0,46,23,One Size,,,,0,i-414
2052,Knotted Leopard Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,46,23,One Size,,,,0,i-415
2053,Crystal and Pearl Necklace *Final Sale*,Pink Panache,,2,0,0,0,0,0,0,40,20,One Size,,,,0,i-416
2054,Rose Gold Beauty Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,48,24,One Size,,,,0,i-417
2055,Teardrop Bling Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,48,24,One Size,,,,0,i-418
2056,Santa Fe Lovin' Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,48,24,One Size,,,,0,i-419
2057,Pearly Bronze Elegance Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,38,19,One Size,,,,0,i-420
2058,Crystal Drop Earrings *Final Sale*,Pink Panache,,0,0,0,0,0,0,0,28,14,One Size,,,,0,i-421
2059,Iridescent Leopard Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,28,14,One Size,,,,0,i-422
2060,Black Beauty Earrings *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,28,14,One Size,,,,0,i-423
2062,Simply Silver Earrings *Final Sale*,Pink Panache,,0,0,0,0,0,0,0,28,14,One Size,,,,0,i-425
2063,Bronze Leopard Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,28,14,One Size,,,,0,i-426
2065,Leopard Fringe Necklace *Final Sale*,Pink Panache,,1,0,0,0,0,0,0,28,14,One Size,,,,0,i-428
2066,Simply Silver Necklace *Final Sale*,Pink Panache,,0,0,0,0,0,0,0,28,14,One Size,,,,0,i-429
2067,"Babydoll Dreams, Navy, Ash Gray",Zenana,,2,0,0,0,0,0,0,18,6,1X,Navy,,,16,i-430
2067,"Babydoll Dreams, Navy, Ash Gray",Zenana,,1,0,0,0,0,0,0,18,6,2X,Navy,,,16,i-431
2067,"Babydoll Dreams, Navy, Ash Gray",Zenana,,0,0,0,0,1,0,0,18,6,3X,Navy,,,16,i-432
2067,"Babydoll Dreams, Navy, Ash Gray",Zenana,,2,0,0,0,0,0,0,18,6,1X,Ash Gray,,,16,i-433
2067,"Babydoll Dreams, Navy, Ash Gray",Zenana,,0,0,0,0,1,0,0,18,6,2X,Ash Gray,,,16,i-434
2067,"Babydoll Dreams, Navy, Ash Gray",Zenana,,0,0,0,0,0,1,0,18,6,3X,Ash Gray,,,16,i-435
2068,Fresh Cotton Leggings,Zenana,,2,0,0,0,0,0,0,15,3.95,1X,,,,16,i-436
2068,Fresh Cotton Leggings,Zenana,,0,0,0,0,0,0,0,15,3.95,2X,,,,16,i-437
2068,Fresh Cotton Leggings,Zenana,,0,0,0,0,1,0,0,15,3.95,3X,,,,16,i-438
2069,Blackjack Romper,Zenana,,1,0,0,0,0,0,0,25,7.5,1X,,,,0,i-439
2069,Blackjack Romper,Zenana,,0,0,0,0,0,0,0,25,7.5,2X,,,,0,i-440
2069,Blackjack Romper,Zenana,,1,0,0,0,0,0,0,25,7.5,3X,,,,0,i-441
2070,Rolled Sleeve Tunic,Zenana,,0,0,0,0,0,0,0,20,6.25,1X,,,,0,i-442
2070,Rolled Sleeve Tunic,Zenana,,0,0,0,0,0,0,0,20,6.25,2X,,,,0,i-443
2070,Rolled Sleeve Tunic,Zenana,,0,0,0,0,0,1,0,20,6.25,3X,,,,0,i-444
2071,Classy But Sassy Top,,,3,0,0,0,0,0,0,25,8.25,1X,,,,0,i-445
2071,Classy But Sassy Top,,,2,0,0,0,0,0,0,25,8.25,2X,,,,0,i-446
2071,Classy But Sassy Top,,,1,0,0,0,0,0,0,25,8.25,3X,,,,0,i-447
2072,Strappy Summer Sandals,,,1,0,0,0,0,0,0,24.99,8.5,6,,,,0,i-448
2072,Strappy Summer Sandals,,,0,0,0,0,0,0,0,24.99,8.5,6.5,,,,0,i-449
2072,Strappy Summer Sandals,,,1,0,0,0,0,0,0,24.99,8.5,7,,,,0,i-450
2072,Strappy Summer Sandals,,,1,0,0,0,0,0,0,24.99,8.5,7.5,,,,0,i-451
2072,Strappy Summer Sandals,,,1,0,0,0,0,0,0,24.99,8.5,8,,,,0,i-452
2072,Strappy Summer Sandals,,,1,0,0,0,0,0,0,24.99,8.5,8.5,,,,0,i-453
2072,Strappy Summer Sandals,,,0,0,0,0,0,0,0,24.99,8.5,9,,,,0,i-454
2072,Strappy Summer Sandals,,,0,0,0,0,0,0,0,24.99,8.5,10,,,,0,i-455
2073,Simple Summer Sandal,,,1,0,0,0,0,0,0,24.99,8.5,6,,,,0,i-456
2073,Simple Summer Sandal,,,1,0,0,0,0,0,0,24.99,8.5,6.5,,,,0,i-457
2073,Simple Summer Sandal,,,2,0,0,0,0,0,0,24.99,8.5,7,,,,0,i-458
2073,Simple Summer Sandal,,,1,0,0,0,0,0,0,24.99,8.5,7.5,,,,0,i-459
2073,Simple Summer Sandal,,,3,0,0,0,0,0,0,24.99,8.5,8,,,,0,i-460
2073,Simple Summer Sandal,,,1,0,0,0,0,0,0,24.99,8.5,8.5,,,,0,i-461
2073,Simple Summer Sandal,,,1,0,0,0,0,0,0,24.99,8.5,9,,,,0,i-462
2073,Simple Summer Sandal,,,1,0,0,0,0,0,0,24.99,8.5,10,,,,0,i-463
2074,Judy Blue Super Stretch Skinny,Judy Blue,8390PL,0,0,0,0,0,0,0,54,23,1XL,,,,16,i-464
2074,Judy Blue Super Stretch Skinny,Judy Blue,8390PL,0,0,0,0,0,0,0,54,23,2XL,,,,16,i-465
2074,Judy Blue Super Stretch Skinny,Judy Blue,8390PL,1,0,0,0,0,0,0,54,23,3XL,,,,16,i-466
2075,Judy Blue No Destroy Skinny Jeans,Judy Blue,82201PL,0,0,0,0,0,0,0,54,19,14W,,,,16,i-467
2075,Judy Blue No Destroy Skinny Jeans,Judy Blue,82201PL,1,0,0,0,0,0,0,54,19,16W,,,,16,i-468
2075,Judy Blue No Destroy Skinny Jeans,Judy Blue,82201PL,1,0,0,0,0,0,0,54,19,18W,,,,16,i-469
2075,Judy Blue No Destroy Skinny Jeans,Judy Blue,82201PL,2,0,0,0,0,0,0,54,19,20W,,,,16,i-470
2075,Judy Blue No Destroy Skinny Jeans,Judy Blue,82201PL,2,0,0,0,0,0,0,54,19,22W,,,,16,i-471
2076,Judy Blue Galaxy Shorts,,,0,0,0,0,0,0,0,45,16.25,1XL,,,,16,i-472
2076,Judy Blue Galaxy Shorts,,,2,0,0,0,0,0,0,45,16.25,2XL,,,,16,i-473
2076,Judy Blue Galaxy Shorts,,,0,0,0,0,0,0,0,45,16.25,3XL,,,,16,i-474
2077,High Horse Tee *Final Sale*,,,2,0,0,0,0,0,0,34,16.5,XL,,,,10,i-475
2077,High Horse Tee *Final Sale*,,,2,0,0,0,0,0,0,34,16.5,2X,,,,10,i-476
2077,High Horse Tee *Final Sale*,,,1,0,0,0,1,0,0,34,16.5,3X,,,,10,i-477
2078,Head Heifer Tee,,,0,0,0,0,0,0,0,34,16.5,XL,,,,10,i-478
2078,Head Heifer Tee,,,2,0,0,0,0,0,0,34,16.5,2X,,,,10,i-479
2078,Head Heifer Tee,,,2,0,0,0,0,0,0,34,16.5,3X,,,,10,i-480
2079,Ruffle Tiered Dress,Umgee,WA5365,3,0,0,0,0,0,0,40,19.25,XL,,,,0,i-481
2079,Ruffle Tiered Dress,Umgee,WA5365,1,0,0,0,0,0,0,40,19.25,1X,,,,0,i-482
2079,Ruffle Tiered Dress,Umgee,WA5365,1,0,0,0,0,0,0,40,19.25,2X,,,,0,i-483
2080,Ruffled Dreams,,,3,0,0,0,0,0,0,38,16.75,1X,,,,0,i-484
2080,Ruffled Dreams,,,1,0,0,0,1,0,0,38,16.75,2X,,,,0,i-485
2080,Ruffled Dreams,,,1,0,0,0,0,0,0,38,16.75,3X,,,,0,i-486
2081,Wild and Rowdy Tee,,,2,0,0,0,0,0,0,32,15,XL,,,,0,i-487
2081,Wild and Rowdy Tee,,,2,0,0,0,0,0,0,32,15,2XL,,,,0,i-488
2082,She's Fierce Earrings,,,2,0,0,0,0,0,0,18,6,,,,,0,i-489
2083,Rainbow Sprinkle Earrings,,,1,0,0,0,0,0,0,24,8,,,,,0,i-490
2084,Ray of Sunshine Earrings,,,1,0,0,0,0,0,0,19.5,6.5,,,,,0,i-491
2086,Red Hot Earrings,,,2,0,0,0,0,0,0,20,8,,,,,0,i-492
2087,Seaside Earrings,,,1,0,0,0,0,0,0,16.5,5.5,,,,,0,i-493
2088,Sunset Earrings,,,1,0,0,0,0,0,0,19.5,6.5,,,,,0,i-494
2085,Pretty in Pink,,,1,0,0,0,0,0,0,16.5,5.5,,,,,0,i-495
2089,Turquoise Sea Earrings,,,1,0,0,0,0,0,0,24,8,,,,,0,i-496
2090,Golden Horizon Earrings,,,1,0,0,0,0,0,0,19.5,6,,,,,0,i-497
2091,Birthday Cake Earrings,,,2,0,0,0,0,0,0,20,8,,,,,0,i-498
2092,Circus Hoops Earrings,,,0,0,0,0,0,0,0,11,4.25,,,,,0,i-499
2093,All That Jazz Earrings,,,1,0,0,0,0,0,0,19,7.5,,,,,0,i-500
2094,Blue Soul Earrings,,,1,0,0,0,0,0,0,10,4,,,,,0,i-501
2095,Golden Rose Sparkle Earrings,,,0,0,0,0,1,0,0,18,6,,,,,0,i-502
2096,Sandy Sea Earrings,,,2,0,0,0,0,0,0,21.5,8,,,,,0,i-503
2097,All The Spots Earrings,,,1,0,0,0,0,0,0,15,5,,,,,0,i-504
2098,Flirty Earrings,,,1,0,0,0,0,0,0,24,8,,,,,0,i-505
2099,Feeling Fancy Earrings,,,1,0,0,0,0,0,0,24,8,,,,,0,i-506
3000,Pearly and Pretty Earrings,,,0,0,0,0,0,0,0,24,8,,,,,0,i-507
3001,Summer Dreams Earrings,,,2,0,0,0,0,0,0,24,8,,,,,0,i-508
3002,Flared Fringe Earrings,,,1,0,0,0,0,0,0,19.5,6.5,,,,,0,i-509
3003,Leopard Fun Earrings,,,1,0,0,0,0,0,0,18,6,,,,,0,i-510
3004,Tassel Bracelet Set,,,1,0,0,0,0,0,0,25,10,,,,,0,i-511
3005,Long Live Summer Bracelet Set,,,0,0,0,0,0,0,0,24,9.5,,,,,0,i-512
3006,Black Night Bracelet Set,,,0,0,0,0,0,0,0,24,9.5,,,,,0,i-513
3007,Summer Nights Bracelet Set,,,1,0,0,0,0,0,0,15,6,,,,,0,i-514
3008,Leopard Card Keychain,,,1,0,0,0,0,0,0,15,8,,,,,0,i-515
3009,Cow Print Card Keychain,,,1,0,0,0,0,0,0,15,8,,,,,0,i-516
3010,Laced-Up Bralette,,,3,0,0,0,0,0,0,28,13.75,XL,,,,0,i-517
3010,Laced-Up Bralette,,,2,0,0,0,0,0,0,28,13.75,2X,,,,0,i-518
3010,Laced-Up Bralette,,,0,0,0,0,0,1,0,28,13.75,3X,,,,0,i-519
3011,"Strappy Bralette, White",,,2,0,0,0,0,0,0,18,4,1X/2X,,,,0,i-520
3011,"Strappy Bralette, White",,,3,0,0,0,0,0,0,18,4,2X/3X,,,,0,i-521
3012,"Strappy Bralette, Gray",,,2,0,0,0,0,0,0,18,4,1X/2X,,,,0,i-522
3012,"Strappy Bralette, Gray",,,3,0,0,0,0,0,0,18,4,2X/3X,,,,0,i-523
3013,"Biker Shorts, Black",,,2,0,0,0,0,0,0,15,2.8,1X,,,,0,i-524
3013,"Biker Shorts, Black",,,2,0,0,0,0,0,0,15,2.8,2X,,,,0,i-525
3013,"Biker Shorts, Black",,,0,0,0,0,0,0,0,15,2.8,3X,,,,0,i-526
3014,"Flowy Summer Top, Mint",Zenana,QT-2617X-I,3,0,0,0,0,0,0,22,7,1X,,,,0,i-527
3014,"Flowy Summer Top, Mint",Zenana,QT-2617X-I,2,0,0,0,0,0,0,22,7,2X,,,,0,i-528
3014,"Flowy Summer Top, Mint",Zenana,QT-2617X-I,0,0,0,0,0,0,0,22,7,3X,,,,0,i-529
3015,"Flowy Summer, Spring Blue",,,2,0,0,0,0,0,0,22,7,1X,,,,0,i-530
3015,"Flowy Summer, Spring Blue",,,1,0,0,0,0,0,0,22,7,2X,,,,0,i-531
3015,"Flowy Summer, Spring Blue",,,1,0,0,0,0,0,0,22,7,3X,,,,0,i-532
3016,"Rolled Sleeve Tunic, Gray",,,3,0,0,0,0,0,0,20,6.25,1X,,,,11,i-533
3016,"Rolled Sleeve Tunic, Gray",,,1,0,0,0,0,0,0,20,6.25,2X,,,,11,i-534
3016,"Rolled Sleeve Tunic, Gray",,,0,0,0,0,1,0,0,20,6.25,3X,,,,11,i-535
3017,"Fringed Hem High Low Top, Caramel",Umgee,WC1819,3,0,0,0,0,0,0,36.99,15.25,XL,,,,0,i-536
3017,"Fringed Hem High Low Top, Caramel",Umgee,WC1819,1,0,0,0,0,0,0,36.99,15.25,1X,,,,0,i-537
3017,"Fringed Hem High Low Top, Caramel",Umgee,WC1819,0,0,0,0,0,0,0,36.99,15.25,2X,,,,0,i-538
3018,Grace T-Shirt,,,1,0,0,0,0,0,0,40,20,2XL,,,,0,i-540
3019,"Love Tee, Embroidered",,,1,0,0,0,0,0,0,25,10,XL,,,,0,i-541
3020,Leopard Lady Top,Oddi,T64115P,2,0,0,0,0,0,0,35,15.5,1X,,,,0,i-542
3020,Leopard Lady Top,Oddi,T64115P,2,0,0,0,0,0,0,35,15.5,2X,,,,0,i-543
3020,Leopard Lady Top,Oddi,T64115P,2,0,0,0,0,0,0,35,15.5,3X,,,,0,i-544
3021,"Camo Joggers, Off White",Oddi,P80123P,2,0,0,0,0,0,0,30,14.9,1X,,,,16,i-545
3021,"Camo Joggers, Off White",Oddi,P80123P,2,0,0,0,0,0,0,30,14.9,2X,,,,16,i-546
3021,"Camo Joggers, Off White",Oddi,P80123P,2,0,0,0,0,0,0,30,14.9,3X,,,,16,i-547
3022,"Camo Joggers, Gray",Oddi,P80123P,2,0,0,0,0,0,0,30,14.9,1X,,,,16,i-548
3022,"Camo Joggers, Gray",Oddi,P80123P,2,0,0,0,0,0,0,30,14.9,2X,,,,16,i-549
3022,"Camo Joggers, Gray",Oddi,P80123P,2,0,0,0,0,0,0,30,14.9,3X,,,,16,i-550
3023,Smile and Wink Dress,Oddi,D21031P,2,0,0,0,0,0,0,37,17.5,1X,,,,16,i-551
3023,Smile and Wink Dress,Oddi,D21031P,2,0,0,0,0,0,0,37,17.5,2X,,,,16,i-552
3023,Smile and Wink Dress,Oddi,D21031P,2,0,0,0,0,0,0,37,17.5,3X,,,,16,i-553
3024,Camo Lovin' Top,Haptics,XHT1537C,2,0,0,0,0,0,0,28,12.95,1X,,,,16,i-554
3024,Camo Lovin' Top,Haptics,XHT1537C,2,0,0,0,0,0,0,28,12.95,2X,,,,16,i-555
3024,Camo Lovin' Top,Haptics,XHT1537C,2,0,0,0,0,0,0,28,12.95,3X,,,,16,i-556
3025,"Solid Capri Leggings, Mocha",By Together,,9,0,0,0,0,0,0,10,1,One Size,,,,10,i-557
3026,"Solid Capri Leggings, Navy",,,9,0,0,0,0,0,0,10,1,One Size,,,,10,i-558
3027,"Solid Capri Leggings, Ivory",By Together,,10,0,0,0,0,0,0,10,1,One Size,,,,0,i-559
3028,"Solid Capri Leggings, White",By Together,,9,0,0,0,0,0,0,10,1,One Size,,,,0,i-560
3029,Summer Go To Bandeau,By Together,,10,0,0,0,0,0,0,10,1,One Size,,,,0,i-561
3030,"Never Sinking Tote, Red",Hana,,1,0,0,0,0,0,0,22,9.5,,,,,16,i-562
3031,"Never Sinking Tote, Navy",Hana,MB0030,1,0,0,0,0,0,0,22,9.5,,,,,16,i-563
3032,"Summer Clutch, Coral",,,2,0,0,0,0,0,0,16,6,,,,,10,i-564
3033,Leopard Flag Tote Bag,,,2,0,0,0,0,0,0,18,6.5,,,,,0,i-565
3034,"Never Ending Summer Tote, Brown",Hana,,3,0,0,0,0,0,0,20,6,,,,,16,i-566
3035,"Never Ending Summer Tote, Black",Hana,,3,0,0,0,0,0,0,20,6,,,,,16,i-567
3036,Silver Sand Tote Bag,,,2,0,0,0,0,0,0,20,8.25,,,,,16,i-568
3037,Gold Sand Tote Bag,,,1,0,0,0,0,0,0,20,8.25,,,,,16,i-569
3038,"Solid Capri Leggings, Brown",By Together,,10,0,0,0,0,0,0,10,1,One Size,,,,0,i-570
3039,Cheetah Yellowstone Tee,,,1,0,0,0,0,0,0,32,17,,,,,0,i-571
3040,Horsemen Tee,,,1,0,0,0,0,0,0,32,17,XL,,,,0,i-572
3040,Horsemen Tee,,,1,0,0,0,0,0,0,32,17,2X,,,,0,i-573
3041,GRACE Graphic Tee,,,1,0,0,0,0,0,0,32,17,2X,,,,0,i-574
3042,Tell Your Mountains Tee,,,1,0,0,0,0,0,0,32,17,2X,,,,16,i-575
3043,Stars and Stripes Tee,,,2,0,0,0,0,0,0,32,18,2X,,,,0,i-576
3043,Stars and Stripes Tee,,,2,0,0,0,0,0,0,32,18,3X,,,,0,i-577
3044,Amen Tee,,,2,0,0,0,0,0,0,32,18,XL,,,,16,i-578
3044,Amen Tee,,,2,0,0,0,0,0,0,32,18,2X,,,,16,i-579
3044,Amen Tee,,,2,0,0,0,0,0,0,32,18,3X,,,,16,i-580